"","site_code","site","plot","time.point","material","species","soil.vwc","soil.pH","moisturePercent.whc","moisturePercent.gwc","MAT","MAP","Elevation","Longitude","Latitude","soil.SIR","high.rep","moisture.trt","temp.trt","cumulativeCO2Flux_mgCpergramSL","perc_decomp_T1","perc_decomp_T2","moist_temp_resp_40_25","moist_temp_resp_80_25","moist_temp_resp_40_15","moist_temp_resp_80_15","ligninPercent","nitrogenPercent","carbonPercent","site_plot","site_time","material_site_time","material_time","inc_trt","K","r","rK_NA","Copiotroph","Oligotroph","CO_NA","r_K","C_O","copiotroph","oligotroph","CO.eggo","copio.genus","oligo.genus","CO.genus.eggo"
"230","ST0TREEP14","TREE",14,0,"soil","ACRU",18.13333333,5.31,42.16403313,29.48843925,4.8,797,472,-89.57375234,45.49420303,8.334806212,TRUE,NA,NA,NA,0.201680256,0.374718557,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-14","TREE-0","soilTREE-0","soil0","TNA_MNA"," 702"," 506","1239"," 484"," 364","1599",0.720797720797721,1.32967032967033,"391","145",2.69655172413793,"1267"," 426",2.97417840375587
"231","ST0TREEP15","TREE",15,0,"soil","ACSA",19.23333333,4.71,36.97411198,20.41676753,4.8,797,472,-89.57369621,45.4951296,4.981034644,TRUE,NA,NA,NA,0.213068561,0.448671319,NA,39.61822765,NA,NA,7.483333333,1.446666667,47.01,"TREE-15","TREE-0","soilTREE-0","soil0","TNA_MNA"," 499"," 382","1566"," 389"," 468","1590",0.765531062124248,0.831196581196581,"304"," 93",3.26881720430108,"1227"," 679",1.80706921944035
"232","ST0TREEP19","TREE",19,0,"soil","ACRU",9.6,4.81,35.92688861,23.23692552,4.8,797,472,-89.57314304,45.49394593,7.031060262,TRUE,NA,NA,NA,0.23948853,0.394478874,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-19","TREE-0","soilTREE-0","soil0","TNA_MNA"," 590"," 426","1431"," 488"," 389","1570",0.722033898305085,1.25449871465296,"369","123",3,"1203"," 674",1.78486646884273
"233","ST0TREEP21","TREE",21,0,"soil","ACSA",12.1,4.59,29.57651062,18.04582048,4.8,797,472,-89.5783073,45.49020207,4.941711008,TRUE,NA,NA,NA,0.383465849,0.579060681,NA,NA,NA,NA,7.483333333,1.446666667,47.01,"TREE-21","TREE-0","soilTREE-0","soil0","TNA_MNA"," 577"," 454","1416"," 465"," 425","1557",0.78682842287695,1.09411764705882,"349","111",3.14414414414414,"1346"," 534",2.52059925093633
"234","ST0TREEP31","TREE",31,0,"soil","ACSA",7.833333333,4.63,30.06559352,17.85232312,4.8,797,472,-89.56836344,45.49661216,4.248627292,TRUE,NA,NA,NA,0.222905804,0.429018305,NA,NA,NA,NA,7.483333333,1.446666667,47.01,"TREE-31","TREE-0","soilTREE-0","soil0","TNA_MNA"," 670"," 449","1328"," 498"," 378","1571",0.670149253731343,1.31746031746032,"360","118",3.05084745762712,"1463"," 587",2.4923339011925
"235","ST0TREEP34","TREE",34,0,"soil","TSCA",4.966666667,5.03,32.84957637,15.7744852,4.8,797,472,-89.56869973,45.49797132,13.11988052,FALSE,NA,NA,NA,0.127418024,0.303112128,NA,NA,NA,NA,7.45,0.99,49.44,"TREE-34","TREE-0","soilTREE-0","soil0","TNA_MNA"," 584"," 455","1408"," 506"," 302","1639",0.779109589041096,1.67549668874172,"344"," 61",5.63934426229508,"1154"," 639",1.80594679186228
"236","ST0TREEP35","TREE",35,0,"soil","TSCA",10.4,5.03,30.48017726,16.58066187,4.8,797,472,-89.58290739,45.49283561,4.134469206,FALSE,NA,NA,NA,0.045755325,0.302093268,NA,NA,NA,NA,7.45,0.99,49.44,"TREE-35","TREE-0","soilTREE-0","soil0","TNA_MNA"," 668"," 396","1383"," 413"," 404","1630",0.592814371257485,1.02227722772277,"284","153",1.8562091503268,"1359"," 482",2.8195020746888
"237","ST1BARTP1","BART",1,1,"soil","ACRU",22,4.54,64.42198163,48.28384843,6.2,1325,232,-71.29020112,44.06426246,10.36437684,FALSE,NA,NA,NA,0.243586194,0.356432545,NA,NA,NA,NA,9.982,1.458,52.232,"BART-1","BART-1","soilBART-1","soil1","TNA_MNA"," 766"," 643","1038"," 851"," 389","1207",0.839425587467363,2.18766066838046,"616"," 51",12.078431372549,"1335"," 863",1.54692931633835
"238","ST1BARTP11","BART",11,1,"soil","FAGR",13.56666667,4.5,59.49117086,46.98405036,6.2,1325,232,-71.28541055,44.06287865,9.857681079,TRUE,NA,NA,NA,0.178086623,0.350457052,44.93256574,46.1899177,17.69909606,28.8918525,22.222,1.654,51.745,"BART-11","BART-1","soilBART-1","soil1","TNA_MNA"," 677"," 580","1190"," 686"," 511","1250",0.85672082717873,1.34246575342466,"512"," 86",5.95348837209302,"1387"," 805",1.72298136645963
"239","ST1BARTP13","BART",13,1,"soil","FAGR",12.4,4.15,65.88027097,41.93383965,6.2,1325,232,-71.28468799,44.06149491,12.42478213,FALSE,NA,NA,NA,0.118960377,0.846445329,NA,NA,NA,NA,22.222,1.654,51.745,"BART-13","BART-1","soilBART-1","soil1","TNA_MNA","742","974","731","1303"," 266"," 878",1.31266846361186,4.8984962406015,"892"," 30",29.7333333333333,"1078"," 820",1.31463414634146
"240","ST1BARTP17","BART",17,1,"soil","ACRU",34.73333333,4.06,72.91232063,62.14822335,6.2,1325,232,-71.28434691,44.06306306,15.10074241,TRUE,NA,NA,NA,0.285751969,0.512831819,NA,NA,NA,NA,9.982,1.458,52.232,"BART-17","BART-1","soilBART-1","soil1","TNA_MNA"," 563","1000"," 884","1111"," 269","1067",1.77619893428064,4.13011152416357,"948"," 88",10.7727272727273,"1151"," 636",1.80974842767296
"241","ST1BARTP18","BART",18,1,"soil","FAGR",18.33333333,4.37,59.5662543,52.13992693,6.2,1325,232,-71.28441287,44.06361193,8.519546284,FALSE,NA,NA,NA,0.064159659,0.356920108,NA,NA,NA,NA,22.222,1.654,51.745,"BART-18","BART-1","soilBART-1","soil1","TNA_MNA","620","920","907","1067"," 398"," 982",1.48387096774194,2.68090452261307,"853"," 61",13.983606557377,"1237"," 679",1.82179675994109
"242","ST1BARTP21","BART",21,1,"soil","ACRU",18.06666667,4.23,68.2780601,54.40921026,6.2,1325,232,-71.29099025,44.06018075,11.45308735,TRUE,NA,NA,NA,0.37789687,0.481094081,NA,NA,NA,NA,9.982,1.458,52.232,"BART-21","BART-1","soilBART-1","soil1","TNA_MNA"," 735"," 679","1033"," 964"," 400","1083",0.923809523809524,2.41,"604","119",5.07563025210084,"1321"," 910",1.45164835164835
"243","ST1BARTP22","BART",22,1,"soil","FAGR",17.7,4.43,60.45978009,46.6349975,6.2,1325,232,-71.2893681,44.06108218,7.607667798,TRUE,NA,NA,NA,0.207448636,0.606722823,41.5023168,43.76501409,19.23911872,NA,22.222,1.654,51.745,"BART-22","BART-1","soilBART-1","soil1","TNA_MNA","725","779","943"," 974"," 315","1158",1.07448275862069,3.09206349206349,"698"," 68",10.2647058823529,"1268"," 771",1.64461738002594
"244","ST1BARTP23","BART",23,1,"soil","ACRU",25.86666667,4.27,73.65354844,59.05432111,6.2,1325,232,-71.28881863,44.06131816,12.51073677,TRUE,NA,NA,NA,0.375905547,0.585910571,36.93401607,46.28329806,23.39926766,31.8933139,9.982,1.458,52.232,"BART-23","BART-1","soilBART-1","soil1","TNA_MNA","785","698","964"," 882"," 485","1080",0.889171974522293,1.81855670103093,"656"," 91",7.20879120879121,"1484"," 713",2.08134642356241
"245","ST1BARTP25","BART",25,1,"soil","ACRU",53.86666667,4.16,79.38297024,74.71694709,6.2,1325,232,-71.28870522,44.06205617,19.19046227,FALSE,NA,NA,NA,0.335786746,0.594786073,NA,NA,NA,NA,9.982,1.458,52.232,"BART-25","BART-1","soilBART-1","soil1","TNA_MNA"," 672"," 681","1094"," 855"," 421","1171",1.01339285714286,2.03087885985748,"620","189",3.28042328042328,"1457"," 744",1.95833333333333
"246","ST1BARTP26","BART",26,1,"soil","TSCA",32.33333333,5.18,53.10984826,65.55140671,6.2,1325,232,-71.288679,44.06210313,14.59698541,FALSE,NA,NA,NA,0.204984462,0.45629337,45.71369802,47.06791316,NA,32.06237617,10.906,0.963,52.26,"BART-26","BART-1","soilBART-1","soil1","TNA_MNA","601","908","938","959","492","996",1.5108153078203,1.94918699186992,"809"," 75",10.7866666666667,"1433"," 596",2.40436241610738
"247","ST1BARTP27","BART",27,1,"soil","FAGR",31.96666667,4.43,72.68345541,64.83930399,6.2,1325,232,-71.28862607,44.0625625,16.53971493,FALSE,NA,NA,NA,NA,0.471670223,NA,NA,NA,NA,22.222,1.654,51.745,"BART-27","BART-1","soilBART-1","soil1","TNA_MNA"," 648"," 761","1038"," 860"," 355","1232",1.17438271604938,2.42253521126761,"609"," 49",12.4285714285714,"1599"," 542",2.95018450184502
"248","ST1BARTP28","BART",28,1,"soil","FAGR",17.46666667,4.49,66.19993462,53.52627479,6.2,1325,232,-71.29213861,44.06370221,11.24294895,FALSE,NA,NA,NA,0.106212122,0.46694105,NA,NA,NA,NA,22.222,1.654,51.745,"BART-28","BART-1","soilBART-1","soil1","TNA_MNA","695","767","985"," 966"," 367","1114",1.10359712230216,2.63215258855586,"739"," 58",12.7413793103448,"1132"," 841",1.34601664684899
"249","ST1BARTP3","BART",3,1,"soil","ACRU",28.8,4.11,78.36983404,67.40843535,6.2,1325,232,-71.28882458,44.06392923,17.17325542,TRUE,NA,NA,NA,0.398469456,0.525804478,NA,NA,NA,NA,9.982,1.458,52.232,"BART-3","BART-1","soilBART-1","soil1","TNA_MNA"," 806"," 630","1011"," 848"," 430","1169",0.781637717121588,1.97209302325581,"596"," 43",13.8604651162791,"1320"," 841",1.56956004756243
"250","ST1BARTP32","BART",32,1,"soil","TSCA",6.2,4.29,57.14332034,37.63694844,6.2,1325,232,-71.2930826,44.06265866,15.44444919,FALSE,NA,NA,NA,0.143938113,0.326111158,NA,NA,NA,NA,10.906,0.963,52.26,"BART-32","BART-1","soilBART-1","soil1","TNA_MNA","1129"," 711"," 607","1388"," 204"," 855",0.629760850310009,6.80392156862745,"678"," 39",17.3846153846154,"971","996",0.974899598393574
"251","ST1BARTP5","BART",5,1,"soil","FAGR",15.93333333,4.49,62.2634877,44.22185942,6.2,1325,232,-71.2866807,44.0640836,10.16681017,FALSE,NA,NA,NA,0.176094101,0.574229608,NA,NA,NA,NA,22.222,1.654,51.745,"BART-5","BART-1","soilBART-1","soil1","TNA_MNA","789","810","848","1058"," 379","1010",1.02661596958175,2.79155672823219,"738"," 39",18.9230769230769,"1246"," 825",1.51030303030303
"252","ST1BARTP6","BART",6,1,"soil","ACRU",23.83333333,4.24,70.75017283,57.37343718,6.2,1325,232,-71.28642944,44.06423738,18.46942283,FALSE,NA,NA,NA,0.346120033,0.38613932,NA,NA,NA,NA,9.982,1.458,52.232,"BART-6","BART-1","soilBART-1","soil1","TNA_MNA","779","696","972"," 877"," 362","1208",0.893453145057766,2.42265193370166,"628"," 40",15.7,"1240"," 832",1.49038461538462
"253","ST1BARTP9","BART",9,1,"soil","TSCA",15.56666667,NA,NA,39.14601227,6.2,1325,232,NA,NA,NA,FALSE,NA,NA,NA,0.149832036,0.409532346,NA,NA,NA,NA,10.906,0.963,52.26,"BART-9","BART-1","soilBART-1","soil1","TNA_MNA"," 713"," 667","1067"," 811"," 543","1093",0.935483870967742,1.49355432780847,"633"," 47",13.468085106383,"1479"," 827",1.78839177750907
"254","ST1GRSMP14","GRSM",14,1,"soil","QUMO",8.8,4.66,42.07758485,21.96572298,13.1,1375,579,-83.50756867,35.69027925,8.676534425,TRUE,NA,NA,NA,0.226779216,0.278153991,NA,NA,NA,NA,10.98555556,2.07,48.48333333,"GRSM-14","GRSM-1","soilGRSM-1","soil1","TNA_MNA","829","785","833"," 771"," 494","1182",0.94692400482509,1.56072874493927,"635","232",2.73706896551724,"1583"," 484",3.27066115702479
"255","ST1GRSMP22","GRSM",22,1,"soil","ACRU",24.03333333,4.59,50.89103853,36.78869518,13.1,1375,579,-83.50814254,35.6887509,6.072461281,TRUE,NA,NA,NA,0.409027935,0.639747356,NA,NA,NA,NA,8.596666667,1.566666667,47.895,"GRSM-22","GRSM-1","soilGRSM-1","soil1","TNA_MNA"," 758"," 375","1314"," 470"," 463","1514",0.494722955145119,1.01511879049676,"357","182",1.96153846153846,"1364"," 826",1.65133171912833
"256","ST1GRSMP26","GRSM",26,1,"soil","LITU",49.6,5.3,54.87421324,54.35919371,13.1,1375,579,-83.50995476,35.68907608,7.73908654,FALSE,NA,NA,NA,0.584841157,0.629429755,NA,NA,NA,NA,12.21266667,2.275,46.189,"GRSM-26","GRSM-1","soilGRSM-1","soil1","TNA_MNA"," 908"," 519","1020"," 575"," 776","1096",0.5715859030837,0.740979381443299,"490","507",0.96646942800789,"1299"," 542",2.39667896678967
"257","ST1GRSMP3","GRSM",3,1,"soil","ACRU",43.1,4.81,60.70353221,48.0938006,13.1,1375,579,-83.51087531,35.68935048,8.621504024,TRUE,NA,NA,NA,0.63295847,0.692514792,NA,NA,NA,NA,8.596666667,1.566666667,47.895,"GRSM-3","GRSM-1","soilGRSM-1","soil1","TNA_MNA"," 592"," 662","1193"," 774"," 484","1189",1.11824324324324,1.59917355371901,"601","152",3.95394736842105,"1311"," 929",1.41119483315393
"258","ST1GRSMP8","GRSM",8,1,"soil","QUMO",21.33333333,4.25,63.15905115,43.65258798,13.1,1375,579,-83.50898663,35.68986082,10.56077746,TRUE,NA,NA,NA,0.442488606,0.611721141,NA,NA,NA,NA,10.98555556,2.07,48.48333333,"GRSM-8","GRSM-1","soilGRSM-1","soil1","TNA_MNA"," 896"," 457","1094"," 927"," 385","1135",0.510044642857143,2.40779220779221,"440"," 86",5.11627906976744,"1305"," 966",1.35093167701863
"259","ST1LENOP1","LENO",1,1,"soil","QUPA",29.76666667,5.79,40.13131548,27.57374719,18.1,1386,20,-88.15943722,31.856724,4.416179303,TRUE,NA,NA,NA,0.293757303,0.594073292,NA,NA,NA,NA,25.01333333,1.983333333,49.53,"LENO-1","LENO-1","soilLENO-1","soil1","TNA_MNA"," 646"," 416","1385"," 432"," 382","1633",0.643962848297214,1.13089005235602,"360","147",2.44897959183673,"1305"," 537",2.43016759776536
"260","ST1LENOP15","LENO",15,1,"soil","PITA",29.93333333,5.55,45.33176208,27.17078109,18.1,1386,20,-88.16278678,31.85683978,5.844078519,TRUE,NA,NA,NA,0.318448028,0.542583044,NA,NA,NA,NA,NA,NA,NA,"LENO-15","LENO-1","soilLENO-1","soil1","TNA_MNA"," 847"," 507","1093"," 547"," 407","1493",0.598583234946871,1.34398034398034,"435","162",2.68518518518519,"1386"," 475",2.91789473684211
"261","ST1LENOP19","LENO",19,1,"soil","LIST",23.5,5.81,33.2514003,23.51864607,18.1,1386,20,-88.16136733,31.85631101,4.448893036,FALSE,NA,NA,NA,0.366250928,0.596051846,NA,NA,NA,NA,18.93166667,2.361666667,49.36,"LENO-19","LENO-1","soilLENO-1","soil1","TNA_MNA"," 724"," 422","1301"," 444"," 422","1581",0.582872928176796,1.0521327014218,"369","207",1.78260869565217,"1370"," 448",3.05803571428571
"262","ST1LENOP21","LENO",21,1,"soil","PITA",19.93333333,5.87,41.47845465,24.6188527,18.1,1386,20,-88.16106654,31.85721622,5.208393805,TRUE,NA,NA,NA,0.318051132,0.46716927,NA,NA,NA,NA,NA,NA,NA,"LENO-21","LENO-1","soilLENO-1","soil1","TNA_MNA"," 643"," 365","1439"," 358"," 388","1701",0.567651632970451,0.922680412371134,"302"," 76",3.97368421052632,"1290"," 524",2.4618320610687
"263","ST1LENOP34","LENO",34,1,"soil","LIST",30.56666667,6.09,40.13954042,28.09437457,18.1,1386,20,-88.16094045,31.85343555,4.976106922,FALSE,NA,NA,NA,0.39836035,0.447637878,NA,NA,NA,NA,18.93166667,2.361666667,49.36,"LENO-34","LENO-1","soilLENO-1","soil1","TNA_MNA"," 745"," 399","1303"," 368"," 477","1602",0.535570469798658,0.771488469601677,"339","143",2.37062937062937,"1533"," 422",3.63270142180095
"264","ST1LENOP8","LENO",8,1,"soil","QUPA",23.83333333,5.81,36.10735931,23.9842933,18.1,1386,20,-88.16183775,31.85754549,4.802329901,TRUE,NA,NA,NA,0.492640484,0.745752629,NA,NA,NA,NA,25.01333333,1.983333333,49.53,"LENO-8","LENO-1","soilLENO-1","soil1","TNA_MNA"," 719"," 483","1245"," 530"," 415","1502",0.671766342141864,1.27710843373494,"437","139",3.14388489208633,"1467"," 487",3.01232032854209
"265","ST1SERCP19","SERC",19,1,"soil","LITU",38.93333333,6.54,36.97358458,28.12844298,13.6,1075,15,-76.55945326,38.88610565,6.126539391,FALSE,NA,NA,NA,0.618274496,0.813313452,39.65346461,44.6974156,17.25169004,19.8210703,15.02307692,2.041538462,48.79038462,"SERC-19","SERC-1","soilSERC-1","soil1","TNA_MNA"," 745"," 531","1171"," 489"," 409","1549",0.712751677852349,1.19559902200489,"418","178",2.34831460674157,"1613"," 452",3.56858407079646
"266","ST1SERCP20","SERC",20,1,"soil","FAGR",16.96666667,4.49,36.53492319,24.55320429,13.6,1075,15,-76.56112941,38.88562898,4.389189027,TRUE,NA,NA,NA,0.244493427,0.43812155,27.99466295,40.6405849,17.00022844,26.60768792,20.99888889,1.689444444,48.63,"SERC-20","SERC-1","soilSERC-1","soil1","TNA_MNA"," 837"," 497","1113"," 766"," 441","1240",0.59378733572282,1.73696145124717,"465"," 59",7.88135593220339,"1314"," 936",1.40384615384615
"267","ST1SERCP24","SERC",24,1,"soil","FAGR",25.3,5.23,42.43184949,30.3151192,13.6,1075,15,-76.56293248,38.88898374,5.382236782,TRUE,NA,NA,NA,0.292159952,0.652153221,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-24","SERC-1","soilSERC-1","soil1","TNA_MNA"," 635"," 602","1210"," 604"," 546","1297",0.948031496062992,1.10622710622711,"502","168",2.98809523809524,"1313"," 672",1.95386904761905
"268","ST1SERCP25","SERC",25,1,"soil","ACRU",25.5,4.97,33.41855036,26.96905978,13.6,1075,15,-76.56318397,38.88987665,4.642152566,TRUE,NA,NA,NA,0.401548576,0.69870361,NA,NA,NA,NA,10.89166667,1.521666667,48.75666667,"SERC-25","SERC-1","soilSERC-1","soil1","TNA_MNA"," 572"," 635","1240"," 639"," 506","1302",1.11013986013986,1.26284584980237,"501","102",4.91176470588235,"1383"," 641",2.15756630265211
"269","ST1SERCP28","SERC",28,1,"soil","ACRU",47.56666667,5.67,34.86681442,36.15461317,13.6,1075,15,-76.56357174,38.89193464,3.339788682,TRUE,NA,NA,NA,0.430485642,0.854965288,38.91426085,45.76042766,19.7717801,24.85246524,10.89166667,1.521666667,48.75666667,"SERC-28","SERC-1","soilSERC-1","soil1","TNA_MNA"," 593"," 665","1189"," 665"," 480","1302",1.12141652613828,1.38541666666667,"598","264",2.26515151515152,"1319"," 630",2.09365079365079
"270","ST1SERCP36","SERC",36,1,"soil","FAGR",38.73333333,5.84,39.88952675,28.89856282,13.6,1075,15,-76.55916494,38.89669237,6.006608499,TRUE,NA,NA,NA,0.343813181,0.585654446,NA,NA,NA,NA,20.99888889,1.689444444,48.63,"SERC-36","SERC-1","soilSERC-1","soil1","TNA_MNA"," 749"," 534","1164"," 552"," 458","1437",0.712950600801068,1.20524017467249,"471","160",2.94375,"1668"," 390",4.27692307692308
"271","ST1SERCP8","SERC",8,1,"soil","LITU",31.6,5.48,39.66257732,29.04578374,13.6,1075,15,-76.55618099,38.89412723,6.538776456,FALSE,NA,NA,NA,0.426538364,0.557672746,50.28540283,48.25594341,15.1708777,24.34847102,15.02307692,2.041538462,48.79038462,"SERC-8","SERC-1","soilSERC-1","soil1","TNA_MNA"," 749"," 526","1172"," 537"," 477","1433",0.702269692923899,1.12578616352201,"452","116",3.89655172413793,"1475"," 514",2.86964980544747
"272","ST1SERCP9","SERC",9,1,"soil","ACRU",34,4.83,42.87636396,30.41308729,13.6,1075,15,-76.55639034,38.89325803,4.540871993,TRUE,NA,NA,NA,0.465193,0.769634833,47.6368111,47.67289723,14.77362722,25.57550174,10.89166667,1.521666667,48.75666667,"SERC-9","SERC-1","soilSERC-1","soil1","TNA_MNA"," 738"," 604","1105"," 650"," 516","1281",0.818428184281843,1.25968992248062,"536"," 89",6.02247191011236,"1366"," 600",2.27666666666667
"273","ST1TALLP28","TALL",28,1,"soil","QUFA",4.833333333,5.17,30.63856441,10.59259259,17.2,1383,135,-87.42399061,32.95577425,3.21755263,TRUE,NA,NA,NA,0.158931288,0.230545544,NA,NA,NA,NA,18.78428571,1.632857143,49.90428571,"TALL-28","TALL-1","soilTALL-1","soil1","TNA_MNA"," 884"," 556","1007"," 737"," 416","1294",0.6289592760181,1.77163461538462,"509","192",2.65104166666667,"1260"," 800",1.575
"274","ST1TALLP29","TALL",29,1,"soil","PIPA",1.533333333,4.93,29.88161451,5.913222753,17.2,1383,135,-87.42520814,32.95596504,3.359547489,TRUE,NA,NA,NA,0.176916149,0.187487178,NA,NA,NA,NA,19.02933333,0.791666667,49.87233333,"TALL-29","TALL-1","soilTALL-1","soil1","TNA_MNA","934","709","804"," 866"," 513","1068",0.759100642398287,1.68810916179337,"670","419",1.59904534606205,"1433"," 680",2.10735294117647
"275","ST1TALLP31","TALL",31,1,"soil","LITU",17.33333333,5.01,32.8199045,19.78358106,17.2,1383,135,-87.428125,32.95434611,4.241297809,FALSE,NA,NA,NA,0.494732324,NA,NA,NA,NA,NA,16.56857143,2.624285714,48.58571429,"TALL-31","TALL-1","soilTALL-1","soil1","TNA_MNA"," 594"," 496","1357"," 547"," 540","1360",0.835016835016835,1.01296296296296,"469","304",1.54276315789474,"1036"," 931",1.11278195488722
"276","ST1TALLP5","TALL",5,1,"soil","PIPA",11.1,4.6,35.00383567,17.98174987,17.2,1383,135,-87.42573023,32.95089252,3.359572105,TRUE,NA,NA,NA,0.131037255,0.233070054,NA,NA,NA,NA,19.02933333,0.791666667,49.87233333,"TALL-5","TALL-1","soilTALL-1","soil1","TNA_MNA"," 790"," 550","1107"," 805"," 398","1244",0.69620253164557,2.02261306532663,"515","138",3.73188405797101,"1352"," 817",1.65483476132191
"277","ST1TALLP8","TALL",8,1,"soil","LITU",45.4,4.61,50.0965458,36.78445904,17.2,1383,135,-87.42435959,32.95207733,4.149905601,FALSE,NA,NA,NA,0.313033966,0.526770783,NA,NA,NA,NA,16.56857143,2.624285714,48.58571429,"TALL-8","TALL-1","soilTALL-1","soil1","TNA_MNA"," 649"," 562","1236"," 679"," 519","1249",0.865947611710324,1.30828516377649,"524","174",3.01149425287356,"1440"," 831",1.73285198555957
"278","ST1TALLP9","TALL",9,1,"soil","QUFA",6.1,4.86,30.30829446,10.92916429,17.2,1383,135,-87.42384626,32.95212175,2.958829349,TRUE,NA,NA,NA,0.213736919,0.382147363,NA,NA,NA,NA,18.78428571,1.632857143,49.90428571,"TALL-9","TALL-1","soilTALL-1","soil1","TNA_MNA"," 760"," 620","1067"," 839"," 413","1195",0.815789473684211,2.03147699757869,"589","125",4.712,"1126"," 977",1.1525076765609
"279","ST1TREEP11","TREE",11,1,"soil","ACRU",38.63333333,4.78,57.92992497,47.46207643,4.8,797,472,-89.58723685,45.49495713,7.862013449,TRUE,NA,NA,NA,0.198995294,0.351055656,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-11","TREE-1","soilTREE-1","soil1","TNA_MNA"," 880"," 458","1109"," 500"," 804","1143",0.520454545454546,0.621890547263682,"424","472",0.898305084745763,"1242"," 589",2.10865874363328
"280","ST1TREEP19","TREE",19,1,"soil","ACRU",9.6,4.81,35.92688861,23.23692552,4.8,797,472,-89.57314304,45.49394593,7.031060262,TRUE,NA,NA,NA,0.23948853,0.394478874,NA,NA,NA,NA,9.476666667,1.853333333,49.22,"TREE-19","TREE-1","soilTREE-1","soil1","TNA_MNA"," 598"," 734","1115"," 772"," 374","1301",1.22742474916388,2.06417112299465,"594"," 45",13.2,"1165"," 688",1.69331395348837
"281","ST1TREEP21","TREE",21,1,"soil","ACSA",12.1,4.59,29.57651062,18.04582048,4.8,797,472,-89.5783073,45.49020207,4.941711008,TRUE,NA,NA,NA,0.383465849,0.579060681,NA,NA,NA,NA,7.483333333,1.446666667,47.01,"TREE-21","TREE-1","soilTREE-1","soil1","TNA_MNA"," 695"," 561","1191"," 590"," 503","1354",0.807194244604317,1.17296222664016,"450"," 75",6,"1318"," 554",2.37906137184116
"282","ST1TREEP3","TREE",3,1,"soil","TSCA",30.56666667,4.06,74.96148141,54.90203959,4.8,797,472,-89.58358107,45.49406587,14.81082081,FALSE,NA,NA,NA,0.109910856,NA,NA,NA,NA,NA,7.45,0.99,49.44,"TREE-3","TREE-1","soilTREE-1","soil1","TNA_MNA"," 703"," 558","1186"," 646"," 495","1306",0.793741109530583,1.30505050505051,"526"," 79",6.65822784810127,"1690"," 552",3.06159420289855
"283","ST1TREEP31","TREE",31,1,"soil","ACSA",7.833333333,4.63,30.06559352,17.85232312,4.8,797,472,-89.56836344,45.49661216,4.248627292,TRUE,NA,NA,NA,0.222905804,0.429018305,NA,NA,NA,NA,7.483333333,1.446666667,47.01,"TREE-31","TREE-1","soilTREE-1","soil1","TNA_MNA"," 692"," 572","1183"," 657"," 479","1311",0.826589595375723,1.37160751565762,"515"," 75",6.86666666666667,"1435"," 668",2.14820359281437
