,H2OSOI,SOILLIQ,SOILICE,TSOI,W_SCALAR,PCT_CLAY,AGNPP,PRECIP,RAIN,SNOW,TBOT,GPP,AR,NPP,LITFALL
115,0.42725798,8.544152,0.0009240288,10.378082,0.8001714,11.8,0.0,3.6297503,3.6297503,0.0,8.164093,0.0,0.10183978,-0.10183978,0.96255016
116,0.44454843,8.890968,0.0,9.272919,0.8199284,11.8,0.0,8.01125,8.01125,0.0,6.6268005,0.0,0.09645425,-0.09645425,0.9635774
117,0.4505652,9.008036,0.002996721,9.575775,0.822983,11.8,0.0,10.384499,10.384499,0.0,7.4003906,0.0,0.09810005,-0.09810005,0.9640138
118,0.46188515,9.237703,0.0,10.000244,0.83856356,11.8,0.0,8.356999,6.7181582,1.6388415,7.3473206,0.0,0.09918581,-0.09918581,0.9611769
119,0.45482033,9.096406,0.0,9.982544,0.83402675,11.8,0.0,6.5947504,6.5947504,0.0,7.419403,0.0,0.097733244,-0.097733244,0.9589819
120,0.46255141,9.251028,0.0,10.136353,0.84244066,11.8,0.0,7.3917503,7.3917503,0.0,6.8638916,0.0,0.0963797,-0.0963797,0.95937777
121,0.43858892,8.771778,0.0,9.800507,0.8155254,11.8,0.0,1.7185001,1.7185001,0.0,6.9424744,0.0,0.095898874,-0.095898874,0.95942736
122,0.45800772,9.160154,0.0,12.719055,0.8359598,11.8,0.0,13.938249,13.938249,0.0,10.656891,0.0,0.1144626,-0.1144626,0.9596134
123,0.43459857,8.691971,0.0,13.921722,0.8101641,11.8,0.0,1.8777499,1.8777499,0.0,12.256439,0.0,0.11892832,-0.11892832,0.96074903
124,0.4222628,8.445256,0.0,15.208832,0.7955637,11.8,0.0,1.6244999,1.6244999,0.0,12.983124,0.0,0.12307723,-0.12307723,0.95998925
125,0.42738432,8.547687,0.0,14.74292,0.8019959,11.8,0.0,3.7135,3.7135,0.0,12.05014,0.0,0.11705889,-0.11705889,0.9600891
126,0.4154526,8.3090515,0.0,13.508392,0.7876013,11.8,2.6897726,0.12275,0.12275,0.0,9.870026,0.024175584,0.110409185,-0.0862336,0.96196836
127,0.4018485,8.03697,0.0,13.3072815,0.7704283,11.8,5.724468,0.25050002,0.25050002,0.0,10.28244,0.1781074,0.1299843,0.04812309,0.9620135
128,0.3923782,7.8475637,0.0,13.782135,0.758016,11.8,5.526823,0.0,0.0,0.0,10.156403,0.36783862,0.18116713,0.1866715,0.9647947
129,0.38468972,7.6937943,0.0,14.35257,0.7477015,11.8,5.32919,0.36825,0.36825,0.0,10.85321,0.41854396,0.21784687,0.2006971,0.9669773
130,0.40596896,8.119379,0.0,11.406525,0.77306914,11.8,5.131585,8.09525,6.6836805,1.4115698,8.087128,0.23933865,0.19622107,0.043117583,0.96529007
131,0.4019065,8.03813,0.0,12.046265,0.76866364,11.8,6.707773,0.61375,0.61375,0.0,8.643188,0.48730844,0.22723022,0.26007822,0.97005755
132,0.39436352,7.8872705,0.0,11.431915,0.75919497,11.8,10.6860075,2.8222501,2.8222501,0.0,8.475067,0.9395512,0.31216025,0.6273909,0.9689683
